province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
BALOCHISTAN,112,KECH DISTRICT,BULAIDA SUB-TEHSIL,URBAN,FEMALE,18592,274,1992,4785,8427,9809,3928,5268,9336,10288,8683,9269,652,431
BALOCHISTAN,112,KECH DISTRICT,BULAIDA SUB-TEHSIL,URBAN,TRANSGENDER,6,0,0,0,1,3,3,4,5,5,4,5,1,1
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,TOTAL,ALL SEXES,76470,2476,11676,24809,39540,40198,14696,19871,33481,37562,30568,33062,2774,1730
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,TOTAL,MALE,41008,1376,6401,13682,21770,22026,7966,10502,17339,19526,15637,17094,1607,1021
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,TOTAL,FEMALE,35459,1100,5275,11127,17769,18170,6728,9366,16139,18033,14929,15966,1167,709
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,TOTAL,TRANSGENDER,3,0,0,0,1,2,2,3,3,3,2,2,0,0
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,RURAL,ALL SEXES,76470,2476,11676,24809,39540,40198,14696,19871,33481,37562,30568,33062,2774,1730
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,RURAL,MALE,41008,1376,6401,13682,21770,22026,7966,10502,17339,19526,15637,17094,1607,1021
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,RURAL,FEMALE,35459,1100,5275,11127,17769,18170,6728,9366,16139,18033,14929,15966,1167,709
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,RURAL,TRANSGENDER,3,0,0,0,1,2,2,3,3,3,2,2,0,0
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,URBAN,ALL SEXES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,URBAN,MALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,URBAN,FEMALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,TOTAL,ALL SEXES,52947,772,6167,14903,25376,28184,10546,13830,24234,27634,22887,24954,2368,1508
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,TOTAL,MALE,30389,446,3491,8531,14942,16883,6440,8113,13524,15489,12519,13809,1501,966
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,TOTAL,FEMALE,22549,326,2676,6372,10434,11299,4104,5715,10703,12138,10362,11137,865,540
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,TOTAL,TRANSGENDER,9,0,0,0,0,2,2,2,7,7,6,8,2,2
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,RURAL,ALL SEXES,52947,772,6167,14903,25376,28184,10546,13830,24234,27634,22887,24954,2368,1508
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,RURAL,MALE,30389,446,3491,8531,14942,16883,6440,8113,13524,15489,12519,13809,1501,966
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,RURAL,FEMALE,22549,326,2676,6372,10434,11299,4104,5715,10703,12138,10362,11137,865,540
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,RURAL,TRANSGENDER,9,0,0,0,0,2,2,2,7,7,6,8,2,2
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,URBAN,ALL SEXES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,URBAN,MALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,URBAN,FEMALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,TOTAL,ALL SEXES,416608,7853,53759,119543,193620,215371,86699,116963,198859,224018,187642,202167,16280,10159
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,TOTAL,MALE,228779,4332,29767,66857,109571,121775,48494,63682,105849,119859,99026,107310,9353,5872
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,TOTAL,FEMALE,187771,3521,23992,52686,84048,93583,38192,53258,92963,104104,88568,94805,6922,4284
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,TOTAL,TRANSGENDER,58,0,0,0,1,13,13,23,47,55,48,52,5,3
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,RURAL,ALL SEXES,202777,3756,24806,56873,93331,104768,41538,56164,97311,109671,92241,99410,8057,5070
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,RURAL,MALE,110066,2012,13475,30996,51446,58113,23153,30529,51833,58702,48856,52937,4637,2929
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,RURAL,FEMALE,92685,1744,11331,25877,41885,46649,18379,25624,45458,50946,43365,46449,3415,2138
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,RURAL,TRANSGENDER,26,0,0,0,0,6,6,11,20,23,20,24,5,3
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,URBAN,ALL SEXES,213831,4097,28953,62670,100289,110603,45161,60799,101548,114347,95401,102757,8223,5089
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,URBAN,MALE,118713,2320,16292,35861,58125,63662,25341,33153,54016,61157,50170,54373,4716,2943
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,URBAN,FEMALE,95086,1777,12661,26809,42163,46934,19813,27634,47505,53158,45203,48356,3507,2146
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,URBAN,TRANSGENDER,32,0,0,0,1,7,7,12,27,32,28,28,0,0
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,TOTAL,ALL SEXES,50995,1177,7749,15575,23912,25754,11000,15082,24027,27191,22886,24776,2086,1301
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,TOTAL,MALE,27158,678,4280,8461,12883,13881,6045,8127,12661,14317,11950,12989,1159,725
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,TOTAL,FEMALE,23835,499,3469,7114,11029,11872,4954,6953,11364,12872,10935,11786,927,576
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,TOTAL,TRANSGENDER,2,0,0,0,0,1,1,2,2,2,1,1,0,0
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,RURAL,ALL SEXES,50995,1177,7749,15575,23912,25754,11000,15082,24027,27191,22886,24776,2086,1301
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,RURAL,MALE,27158,678,4280,8461,12883,13881,6045,8127,12661,14317,11950,12989,1159,725
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,RURAL,FEMALE,23835,499,3469,7114,11029,11872,4954,6953,11364,12872,10935,11786,927,576
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,RURAL,TRANSGENDER,2,0,0,0,0,1,1,2,2,2,1,1,0,0
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,URBAN,ALL SEXES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,URBAN,MALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,URBAN,FEMALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,TOTAL,ALL SEXES,146008,2728,16185,38476,69415,83998,35484,44284,68294,77890,62647,67606,5748,3419
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,TOTAL,MALE,79412,1446,8711,21197,38462,47207,20172,24734,36154,41639,32816,35722,3466,2027
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,TOTAL,FEMALE,66580,1282,7474,17279,30953,36784,15305,19542,32128,36237,29820,31870,2278,1390
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,TOTAL,TRANSGENDER,16,0,0,0,0,7,7,8,12,14,11,14,4,2
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,RURAL,ALL SEXES,97665,1765,10213,24532,46196,57417,24865,30703,46839,53022,42353,45132,3254,1878
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,RURAL,MALE,53822,979,5745,13811,25952,32689,14517,17574,25122,28757,22492,24163,2016,1148
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,RURAL,FEMALE,43829,786,4468,10721,20244,24721,10341,13121,21706,24252,19851,20957,1235,729
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,RURAL,TRANSGENDER,14,0,0,0,0,7,7,8,11,13,10,12,3,1
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,URBAN,ALL SEXES,48343,963,5972,13944,23219,26581,10619,13581,21455,24868,20294,22474,2494,1541
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,URBAN,MALE,25590,467,2966,7386,12510,14518,5655,7160,11032,12882,10324,11559,1450,879
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,URBAN,FEMALE,22751,496,3006,6558,10709,12063,4964,6421,10422,11985,9969,10913,1043,661
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,URBAN,TRANSGENDER,2,0,0,0,0,0,0,0,1,1,1,2,1,1
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,TOTAL,ALL SEXES,42411,941,5977,14125,23482,23274,7130,9075,17221,19327,15404,16722,1432,963
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,TOTAL,MALE,21038,492,3031,7074,11764,11496,3443,4329,8223,9456,7546,8245,771,498
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,TOTAL,FEMALE,21370,449,2946,7051,11718,11777,3686,4744,8995,9868,7856,8475,661,465
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,TOTAL,TRANSGENDER,3,0,0,0,0,1,1,2,3,3,2,2,0,0
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,RURAL,ALL SEXES,42411,941,5977,14125,23482,23274,7130,9075,17221,19327,15404,16722,1432,963
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,RURAL,MALE,21038,492,3031,7074,11764,11496,3443,4329,8223,9456,7546,8245,771,498
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,RURAL,FEMALE,21370,449,2946,7051,11718,11777,3686,4744,8995,9868,7856,8475,661,465
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,RURAL,TRANSGENDER,3,0,0,0,0,1,1,2,3,3,2,2,0,0
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,URBAN,ALL SEXES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,URBAN,MALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,URBAN,FEMALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,2405190,53173,386275,796830,1145066,1155713,452436,625731,1093002,1244540,1055498,1157990,112064,71098
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,MALE,1240254,27200,195752,413903,603555,612005,235112,319937,554918,633010,531336,580593,53866,34599
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,FEMALE,1164826,25973,190523,382927,541510,543675,217291,305751,537995,611429,524070,577293,58185,36490
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,TRANSGENDER,110,0,0,0,1,33,33,43,89,101,92,104,13,9
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,RURAL,ALL SEXES,1628184,36985,272857,559835,796670,784925,297912,411445,720139,819545,694589,764295,76131,48769
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,RURAL,MALE,839512,18919,138293,291278,420927,416871,154925,210334,364605,415461,347941,381454,36577,23812
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,RURAL,FEMALE,788651,18066,134564,268557,375742,368046,142979,201102,355520,404066,346634,382823,39550,24954
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,RURAL,TRANSGENDER,21,0,0,0,1,8,8,9,14,18,14,18,4,3
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,URBAN,ALL SEXES,777006,16188,113418,236995,348396,370788,154524,214286,372863,424995,360909,393695,35933,22329
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,URBAN,MALE,400742,8281,57459,122625,182628,195134,80187,109603,190313,217549,183395,199139,17289,10787
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,URBAN,FEMALE,376175,7907,55959,114370,165768,175629,74312,104649,182475,207363,177436,194470,18635,11536
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,URBAN,TRANSGENDER,89,0,0,0,0,25,25,34,75,83,78,86,9,6
SINDH,081,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,TOTAL,ALL SEXES,224088,5703,37462,75970,108091,104490,38889,55266,100162,114135,96781,106692,10783,6890
SINDH,081,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,TOTAL,MALE,114999,2836,18921,39247,56736,55392,20357,28173,50451,57665,48236,53073,5261,3378
SINDH,081,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,TOTAL,FEMALE,109086,2867,18541,36723,51355,49098,18532,27093,49709,56468,48543,53616,5521,3511
SINDH,081,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,TOTAL,TRANSGENDER,3,0,0,0,0,0,0,0,2,2,2,3,1,1
SINDH,081,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,RURAL,ALL SEXES,180739,4619,30839,62405,88302,84271,30773,43785,79691,90868,77091,85031,8647,5534
SINDH,081,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,RURAL,MALE,92903,2295,15531,32208,46419,44823,16161,22350,40226,45993,38457,42351,4233,2717
SINDH,081,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,RURAL,FEMALE,87833,2324,15308,30197,41883,39448,14612,21435,39463,44873,38632,42677,4413,2816
SINDH,081,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,RURAL,TRANSGENDER,3,0,0,0,0,0,0,0,2,2,2,3,1,1
SINDH,081,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,URBAN,ALL SEXES,43349,1084,6623,13565,19789,20219,8116,11481,20471,23267,19690,21661,2136,1356
SINDH,081,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,URBAN,MALE,22096,541,3390,7039,10317,10569,4196,5823,10225,11672,9779,10722,1028,661
SINDH,081,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,URBAN,FEMALE,21253,543,3233,6526,9472,9650,3920,5658,10246,11595,9911,10939,1108,695
SINDH,081,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINDH,081,KHAIRPUR DISTRICT,GAMBAT TALUKA,TOTAL,ALL SEXES,263218,5163,40459,85857,125215,128170,49876,68836,119914,136801,115436,126572,12183,7664
SINDH,081,KHAIRPUR DISTRICT,GAMBAT TALUKA,TOTAL,MALE,135633,2643,20418,44461,66018,67873,25889,35227,60861,69469,57877,63281,5882,3762
SINDH,081,KHAIRPUR DISTRICT,GAMBAT TALUKA,TOTAL,FEMALE,127577,2520,20041,41396,59197,60294,23984,33606,59047,67325,57554,63285,6300,3901
SINDH,081,KHAIRPUR DISTRICT,GAMBAT TALUKA,TOTAL,TRANSGENDER,8,0,0,0,0,3,3,3,6,7,5,6,1,1
SINDH,081,KHAIRPUR DISTRICT,GAMBAT TALUKA,RURAL,ALL SEXES,169334,3299,27051,57497,83138,83250,31310,43209,75036,85420,71910,79016,7752,4923
SINDH,081,KHAIRPUR DISTRICT,GAMBAT TALUKA,RURAL,MALE,87377,1707,13681,29904,44058,44216,16178,22041,37952,43240,35907,39358,3744,2418
SINDH,081,KHAIRPUR DISTRICT,GAMBAT TALUKA,RURAL,FEMALE,81954,1592,13370,27593,39080,39033,15131,21167,37083,42178,36002,39656,4007,2504
SINDH,081,KHAIRPUR DISTRICT,GAMBAT TALUKA,RURAL,TRANSGENDER,3,0,0,0,0,1,1,1,1,2,1,2,1,1
SINDH,081,KHAIRPUR DISTRICT,GAMBAT TALUKA,URBAN,ALL SEXES,93884,1864,13408,28360,42077,44920,18566,25627,44878,51381,43526,47556,4431,2741
SINDH,081,KHAIRPUR DISTRICT,GAMBAT TALUKA,URBAN,MALE,48256,936,6737,14557,21960,23657,9711,13186,22909,26229,21970,23923,2138,1344
SINDH,081,KHAIRPUR DISTRICT,GAMBAT TALUKA,URBAN,FEMALE,45623,928,6671,13803,20117,21261,8853,12439,21964,25147,21552,23629,2293,1397
SINDH,081,KHAIRPUR DISTRICT,GAMBAT TALUKA,URBAN,TRANSGENDER,5,0,0,0,0,2,2,2,5,5,4,4,0,0
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,TOTAL,ALL SEXES,440412,9020,65230,135902,199236,211722,88284,122453,210401,239640,203586,221600,19852,12104
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,TOTAL,MALE,227622,4597,33074,70393,104622,111503,45717,62557,107712,122951,103793,112415,9489,5811
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,TOTAL,FEMALE,212736,4423,32156,65509,94614,100202,42550,59871,102643,116638,99745,109133,10359,6290
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,TOTAL,TRANSGENDER,54,0,0,0,0,17,17,25,46,51,48,52,4,3
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,RURAL,ALL SEXES,208567,4480,34050,70847,101706,102508,39816,54849,93452,106104,89677,98101,9276,5721
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,RURAL,MALE,107578,2235,17262,36939,53735,54297,20525,27867,47410,53811,45054,49028,4368,2733
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,RURAL,FEMALE,100984,2245,16788,33908,47971,48210,19290,26980,46038,52288,44618,49068,4908,2988
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,RURAL,TRANSGENDER,5,0,0,0,0,1,1,2,4,5,5,5,0,0
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,URBAN,ALL SEXES,231845,4540,31180,65055,97530,109214,48468,67604,116949,133536,113909,123499,10576,6383
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,URBAN,MALE,120044,2362,15812,33454,50887,57206,25192,34690,60302,69140,58739,63387,5121,3078
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,URBAN,FEMALE,111752,2178,15368,31601,46643,51992,23260,32891,56605,64350,55127,60065,5451,3302
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,URBAN,TRANSGENDER,49,0,0,0,0,16,16,23,42,46,43,47,4,3
SINDH,081,KHAIRPUR DISTRICT,KINGRI TALUKA,TOTAL,ALL SEXES,340297,7113,54444,112298,163356,166370,65871,90094,154977,176174,147887,161467,14926,9180
SINDH,081,KHAIRPUR DISTRICT,KINGRI TALUKA,TOTAL,MALE,174559,3637,27574,58217,85570,87200,33767,45676,78419,89203,74326,80691,7054,4349
SINDH,081,KHAIRPUR DISTRICT,KINGRI TALUKA,TOTAL,FEMALE,165729,3476,26870,54081,77786,79168,32102,44415,76552,86963,73553,80767,7871,4830
SINDH,081,KHAIRPUR DISTRICT,KINGRI TALUKA,TOTAL,TRANSGENDER,9,0,0,0,0,2,2,3,6,8,8,9,1,1
SINDH,081,KHAIRPUR DISTRICT,KINGRI TALUKA,RURAL,ALL SEXES,245116,5330,41013,83756,120449,120144,46691,63825,109217,124099,104089,113724,10619,6551
SINDH,081,KHAIRPUR DISTRICT,KINGRI TALUKA,RURAL,MALE,125674,2721,20758,43518,63162,63077,23959,32419,55168,62710,52099,56604,5008,3088
SINDH,081,KHAIRPUR DISTRICT,KINGRI TALUKA,RURAL,FEMALE,119438,2609,20255,40238,57287,57066,22731,31405,54047,61386,51987,57116,5610,3462
SINDH,081,KHAIRPUR DISTRICT,KINGRI TALUKA,RURAL,TRANSGENDER,4,0,0,0,0,1,1,1,2,3,3,4,1,1
SINDH,081,KHAIRPUR DISTRICT,KINGRI TALUKA,URBAN,ALL SEXES,95181,1783,13431,28542,42907,46226,19180,26269,45760,52075,43798,47743,4307,2629
SINDH,081,KHAIRPUR DISTRICT,KINGRI TALUKA,URBAN,MALE,48885,916,6816,14699,22408,24123,9808,13257,23251,26493,22227,24087,2046,1261
SINDH,081,KHAIRPUR DISTRICT,KINGRI TALUKA,URBAN,FEMALE,46291,867,6615,13843,20499,22102,9371,13010,22505,25577,21566,23651,2261,1368
SINDH,081,KHAIRPUR DISTRICT,KINGRI TALUKA,URBAN,TRANSGENDER,5,0,0,0,0,1,1,2,4,5,5,5,0,0
SINDH,081,KHAIRPUR DISTRICT,KOT DIJI TALUKA,TOTAL,ALL SEXES,348582,7425,57340,117688,166757,167228,65447,89938,157124,178861,152186,167185,16412,10600
SINDH,081,KHAIRPUR DISTRICT,KOT DIJI TALUKA,TOTAL,MALE,179985,3832,29020,61087,87951,88687,34049,46066,80015,91209,76808,83947,7793,5118
SINDH,081,KHAIRPUR DISTRICT,KOT DIJI TALUKA,TOTAL,FEMALE,168588,3593,28320,56601,78806,78536,31393,43867,77102,87643,75370,83229,8618,5482
SINDH,081,KHAIRPUR DISTRICT,KOT DIJI TALUKA,TOTAL,TRANSGENDER,9,0,0,0,0,5,5,5,7,9,8,9,1,0
SINDH,081,KHAIRPUR DISTRICT,KOT DIJI TALUKA,RURAL,ALL SEXES,262926,5682,43467,88954,125847,126077,49508,67852,118384,134791,114399,125834,12467,8099
SINDH,081,KHAIRPUR DISTRICT,KOT DIJI TALUKA,RURAL,MALE,135854,2952,22021,46278,66487,66990,25812,34801,60290,68704,57670,63141,5940,3951
SINDH,081,KHAIRPUR DISTRICT,KOT DIJI TALUKA,RURAL,FEMALE,127072,2730,21446,42676,59360,59087,23696,33051,58094,66087,56729,62693,6527,4148
SINDH,081,KHAIRPUR DISTRICT,KOT DIJI TALUKA,RURAL,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINDH,081,KHAIRPUR DISTRICT,KOT DIJI TALUKA,URBAN,ALL SEXES,85656,1743,13873,28734,40910,41151,15939,22086,38740,44070,37787,41351,3945,2501
SINDH,081,KHAIRPUR DISTRICT,KOT DIJI TALUKA,URBAN,MALE,44131,880,6999,14809,21464,21697,8237,11265,19725,22505,19138,20806,1853,1167
SINDH,081,KHAIRPUR DISTRICT,KOT DIJI TALUKA,URBAN,FEMALE,41516,863,6874,13925,19446,19449,7697,10816,19008,21556,18641,20536,2091,1334
SINDH,081,KHAIRPUR DISTRICT,KOT DIJI TALUKA,URBAN,TRANSGENDER,9,0,0,0,0,5,5,5,7,9,8,9,1,0
SINDH,081,KHAIRPUR DISTRICT,MIRWAH TALUKA,TOTAL,ALL SEXES,352764,9017,59988,121198,172008,168135,63758,88017,156066,177456,150356,166025,16809,10943
SINDH,081,KHAIRPUR DISTRICT,MIRWAH TALUKA,TOTAL,MALE,181338,4688,30704,63314,91188,89374,33279,44921,78270,89284,74537,81914,7908,5255
SINDH,081,KHAIRPUR DISTRICT,MIRWAH TALUKA,TOTAL,FEMALE,171417,4329,29284,57884,80820,78761,30479,43095,77790,88165,75812,84102,8898,5686
SINDH,081,KHAIRPUR DISTRICT,MIRWAH TALUKA,TOTAL,TRANSGENDER,9,0,0,0,0,0,0,1,6,7,7,9,3,2
SINDH,081,KHAIRPUR DISTRICT,MIRWAH TALUKA,RURAL,ALL SEXES,258899,6667,45372,91332,128688,123607,45766,63252,112563,127853,108419,119644,12063,7833
SINDH,081,KHAIRPUR DISTRICT,MIRWAH TALUKA,RURAL,MALE,133128,3490,23215,47654,68303,65847,23935,32318,56413,64258,53614,58867,5630,3743
SINDH,081,KHAIRPUR DISTRICT,MIRWAH TALUKA,RURAL,FEMALE,125771,3177,22157,43678,60385,57760,21831,30934,56150,63595,54805,60777,6433,4090
SINDH,081,KHAIRPUR DISTRICT,MIRWAH TALUKA,RURAL,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINDH,081,KHAIRPUR DISTRICT,MIRWAH TALUKA,URBAN,ALL SEXES,93865,2350,14616,29866,43320,44528,17992,24765,43503,49603,41937,46381,4746,3110
SINDH,081,KHAIRPUR DISTRICT,MIRWAH TALUKA,URBAN,MALE,48210,1198,7489,15660,22885,23527,9344,12603,21857,25026,20923,23047,2278,1512
SINDH,081,KHAIRPUR DISTRICT,MIRWAH TALUKA,URBAN,FEMALE,45646,1152,7127,14206,20435,21001,8648,12161,21640,24570,21007,23325,2465,1596
SINDH,081,KHAIRPUR DISTRICT,MIRWAH TALUKA,URBAN,TRANSGENDER,9,0,0,0,0,0,0,1,6,7,7,9,3,2
SINDH,081,KHAIRPUR DISTRICT,NARA TALUKA,TOTAL,ALL SEXES,160643,4084,29793,59782,81969,76434,27296,37732,67583,76512,66615,73657,7797,5200
SINDH,081,KHAIRPUR DISTRICT,NARA TALUKA,TOTAL,MALE,84529,2063,14891,31209,43896,41830,14643,19892,34991,39666,34014,37695,4071,2785
SINDH,081,KHAIRPUR DISTRICT,NARA TALUKA,TOTAL,FEMALE,76112,2021,14902,28573,38073,34604,12653,17840,32590,36844,32599,35960,3726,2415
SINDH,081,KHAIRPUR DISTRICT,NARA TALUKA,TOTAL,TRANSGENDER,2,0,0,0,0,0,0,0,2,2,2,2,0,0
